,name,address,website,phone_number,reviews_count,reviews_average,images
203,Billiard ZAKDANG NHA BE,"1091 Lê Văn Lương, Phước Kiển, Nhà Bè, Thành phố Hồ Chí Minh, Vietnam",,+84 90 492 50 44,17,4.5,"['https://lh5.googleusercontent.com/p/AF1QipMk2_gPyAl4IFCt47d0Nhn6ErlT9w5vVh-U6Tig', 'https://lh5.googleusercontent.com/p/AF1QipObORLaiRtM11M-jwQuXlUuoZ70V59KHmqUGhql']"
204,Bida Tấn Sương,"1115 Đường Nguyễn Văn Tạo, Hiệp Phước, Nhà Bè, Thành phố Hồ Chí Minh, Vietnam",,+84 97 888 88 41,2,3.0,"['https://lh5.googleusercontent.com/p/AF1QipMMr_asP-a9N1kntKeTLugmio1uTLS1izBivrjV', 'https://lh5.googleusercontent.com/p/AF1QipMk2_gPyAl4IFCt47d0Nhn6ErlT9w5vVh-U6Tig']"
205,Clb Billiards Tuyết Như,"46 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3781 0154,,,"['https://lh5.googleusercontent.com/p/AF1QipMMr_asP-a9N1kntKeTLugmio1uTLS1izBivrjV', 'https://lh5.googleusercontent.com/p/AF1QipOl_F1oZri5qxNkaCopDgHLVd_BZGaCow_Gc4RX']"
206,Clb Billiards Thanh Tâm,"43 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3873 8687,,,"['https://lh5.googleusercontent.com/p/AF1QipNWJBHuRJtqTK7zM66oXQbGiHmMB8SkyKqtgRhp', 'https://lh5.googleusercontent.com/p/AF1QipPiVcp4WbA3TzvnQM_1_xbj_a5nEUsF6eUzGonu']"
207,CLB Billiards Hiệp Phước Hóc Môn,"50/1 Thái Thị Giữ, ấp Nam Lân, Bà Điểm, Hóc Môn, Thành phố Hồ Chí Minh 70000, Vietnam",,+84 367 604 604,1,5.0,"['https://lh5.googleusercontent.com/p/AF1QipPl2EDzr9tw9R50EQd_fwB4Bsx4qCfEn-Lx40gG', 'https://lh5.googleusercontent.com/p/AF1QipMqvZOHwrKkLs5bxHewNykR6Z6L7_eJXrF0GQz0']"
208,98 Club - Billiards & Coffee - Restaurant,"49 - 49A Tô Ký, Ấp Mới 2, Hóc Môn, Thành phố Hồ Chí Minh 71758, Vietnam",,+84 93 269 89 98,35,4.8,"['https://lh5.googleusercontent.com/p/AF1QipNsaATqO7eyKXMGVwQSyu0nCOxC3rqFsNhJuJYt', 'https://lh5.googleusercontent.com/p/AF1QipPl2EDzr9tw9R50EQd_fwB4Bsx4qCfEn-Lx40gG']"
209,Billiards Club My My,"VJ73+HG2, Đ. Song Hành, Chung Chánh, Hóc Môn, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipNsaATqO7eyKXMGVwQSyu0nCOxC3rqFsNhJuJYt', 'https://lh5.googleusercontent.com/p/AF1QipM-4MxUIYby9ab2j44uoo_yCP6bg0XYupixwbwj']"
210,Club Billiards KEN,"97a Phan Văn Hớn, ấp 1, Hóc Môn, Thành phố Hồ Chí Minh, Vietnam",,,1,4.0,"['https://lh5.googleusercontent.com/p/AF1QipMwuYBSyaBQC1t-wQLC7DrkDftQbMsqAW_Cbgv8', 'https://lh5.googleusercontent.com/p/AF1QipMhNRoVAJGWSUMplZKQGmzgosUowsjqMQsZaSfo']"
211,CLB BIDA NGUYỄN TÁNH,"54/3C Đồng Tâm, Trung Chánh, Hóc Môn, Thành phố Hồ Chí Minh, Vietnam",business.site,+84 359 866 500,2,4.0,"['https://lh5.googleusercontent.com/p/AF1QipOsiT1Ci3gfVqQhuheSQzOj_nAT52gRoUZY8nxy', 'https://lh5.googleusercontent.com/p/AF1QipMwuYBSyaBQC1t-wQLC7DrkDftQbMsqAW_Cbgv8']"
212,Billiard Duy Dương,"201 Đường Trần Thị Bốc, Thới Tam Thôn, Hóc Môn, Thành phố Hồ Chí Minh, Vietnam",,+84 97 235 35 29,,,['https://lh5.googleusercontent.com/p/AF1QipOsiT1Ci3gfVqQhuheSQzOj_nAT52gRoUZY8nxy']
213,Bida Út Nhi,"8/8C Lê Thị Sóc, Xuân Thới Đông, Hóc Môn, Thành phố Hồ Chí Minh, Vietnam",,,15,4.6,"['https://lh5.googleusercontent.com/p/AF1QipMCXBxeFMHCJ1JY9Wwa0iDg12FAOBqIpbZx-wrk', 'https://lh5.googleusercontent.com/p/AF1QipP6IIDP-OTfnxSBqPV1IZ2ur-npbNpHEehjREx6']"
214,CLB BIDA 007 PRO,"336 Tô Ký Ấp Tam Đông 1, Hóc Môn, Thành phố Hồ Chí Minh, Vietnam",,+84 90 882 99 93,13,4.4,"['https://lh5.googleusercontent.com/p/AF1QipM2PxUDCuYz8c3fahY-Q35EuJKy1bhpxEU4-NfX', 'https://lh5.googleusercontent.com/p/AF1QipMCXBxeFMHCJ1JY9Wwa0iDg12FAOBqIpbZx-wrk']"
215,CLB Bida Lê Hạnh,"VH6Q+8MH, Xuân Thới Đông, Hóc Môn, Thành phố Hồ Chí Minh, Vietnam",,,,,['https://lh5.googleusercontent.com/p/AF1QipM2PxUDCuYz8c3fahY-Q35EuJKy1bhpxEU4-NfX']
216,Câu Lạc Bộ Bida 98,"47/5M đường Song Hành, Ấp Mỹ Hòa 1, Tân Xuân, Hóc Môn, Thành phố Hồ Chí Minh 700000, Vietnam",,+84 93 716 68 89,3,5.0,"['https://lh5.googleusercontent.com/p/AF1QipMjb_pUKEliapH85mWPyaU6_eG8y5KlbflFVN2k', 'https://lh3.googleusercontent.com/a/AAcHTtfh4BaQvaCwa3oBmfTjWzRDtdXuvsqk7TgYldE1']"
217,CÔNG TY TNHH BILLIARDS HOANG GIA,"306 TL9, Ấp 4A, Củ Chi, Thành phố Hồ Chí Minh 700000, Vietnam",billiardshoanggia.com,+84 90 899 16 88,14,4.4,"['https://lh5.googleusercontent.com/p/AF1QipPW8RT8rgMwavZck9jAA5h9jWs0dhP9vgcWOqQb', 'https://lh5.googleusercontent.com/p/AF1QipP6LCGdM8ciK97zR8lEOfCHI1OzRc0hA_umR2ci']"
218,Billiards 141,"02a Đường số 28, Tân Thông Hội, Củ Chi, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipPW8RT8rgMwavZck9jAA5h9jWs0dhP9vgcWOqQb', 'https://lh5.googleusercontent.com/p/AF1QipOH8PcaLhETv26g0137fwQCJAVDWI6IN37HT5b3']"
219,BIDA HOÀNG DŨNG,"2158, Bình Mỹ, Củ Chi, Thành phố Hồ Chí Minh, Vietnam",bidahoangdung.com,+84 91 838 79 04,31,4.7,"['https://lh5.googleusercontent.com/p/AF1QipMhy1mlLjdXk3vDRsQ1TzZiswWV0gwWXIYD0nPw', 'https://lh5.googleusercontent.com/p/AF1QipMvNyhCOt-R7ZhA9ubHOv0n4hqEY_PymVMII-wH']"
220,Q T Billiards,"570 TL8, Phước Vĩnh An, Củ Chi, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipPbCmIx14US5-l4DLVugxjbBdA5n88tv5cleUqO', 'https://lh5.googleusercontent.com/p/AF1QipMhy1mlLjdXk3vDRsQ1TzZiswWV0gwWXIYD0nPw']"
221,Nhà máy Cty TNHH Billiards Hoàng Gia,"302A Võ Văn Bích, Ấp 4B, Củ Chi, Thành phố Hồ Chí Minh, Vietnam",billiardshoanggia.com,+84 1900 999958,,,"['https://lh5.googleusercontent.com/p/AF1QipPbCmIx14US5-l4DLVugxjbBdA5n88tv5cleUqO', 'https://lh5.googleusercontent.com/p/AF1QipONy3PijxdZp0Nzh6rqGCQFab84jO6FNRtFP7zz']"
222,Bida hưng thịnh,"1840, TL8, Hoà Phú, Củ Chi, Thành phố Hồ Chí Minh, Vietnam",bidahungthinh.com,+84 94 425 30 35,12,4.8,"['https://lh5.googleusercontent.com/p/AF1QipMq1hX-3AyLRC-OP9zQpecYVy0TRJm7Ssqo4eZA', 'https://lh5.googleusercontent.com/p/AF1QipM9VRaNBFn5KNO12_BTYlbG-q5mreNWSwKn-oe4']"
223,Billiards Club - Café Sân Thượng Em & Tôi,"21 Đ. 24, Linh Đông, Thủ Đức, Thành phố Hồ Chí Minh 70000, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipMq1hX-3AyLRC-OP9zQpecYVy0TRJm7Ssqo4eZA', 'https://lh5.googleusercontent.com/p/AF1QipNorP9_QXEIFtzJYYfdZYk7j9v8Eyh_18d1boji']"
224,Trường Thọ Billiards,"43 Tân Lập, Đông Hoà, Dĩ An, Bình Dương, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipMq1hX-3AyLRC-OP9zQpecYVy0TRJm7Ssqo4eZA', 'https://lh5.googleusercontent.com/p/AF1QipNnu5mkgvj5EEtIUGUrHugQBc41lDxN9XJL-KZ6']"
225,Clb Billiards Club,"53 Liêu Bình Hương, Tân Thông Hội, Củ Chi, Thành phố Hồ Chí Minh 700000, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipOaaNQj9smE1SXu__qOdFiQxzJlHa3I13i8ocU', 'https://lh5.googleusercontent.com/p/AF1QipOH8PcaLhETv26g0137fwQCJAVDWI6IN37HT5b3']"
226,Câu Lạc Bộ Billiards Đá Quý 3,"114A Liêu Bình Hương, Tân Thông Hội, Củ Chi, Thành phố Hồ Chí Minh, Vietnam",,+84 347 028 886,,,[]
227,Trường Thọ Billiards,"43 Tân Lập, Đông Hoà, Dĩ An, Bình Dương, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipNnu5mkgvj5EEtIUGUrHugQBc41lDxN9XJL-KZ6', 'https://lh5.googleusercontent.com/p/AF1QipOu5-d0PLbW6GRWLibED4JbFE_IIX3jynK3CiLp']"
228,CLB Bida Huy Hoàng,"114 Duyên Hải, TT. Cần Thạnh, Cần Giờ, Thành phố Hồ Chí Minh, Vietnam",,+84 93 766 31 24,3,4.7,"['https://lh5.googleusercontent.com/p/AF1QipPvAQS2Gus9E7xDUd4mNteS7wyhCwxOmEVmDOwS', 'https://lh5.googleusercontent.com/p/AF1QipP2mIW31U3B4rDny2oEQt8Femm5iwVp8SzrQgJ3']"
229,BILLIARDS,"WVJH+V7G, Long Bình, Thành phố Biên Hòa, Đồng Nai, Vietnam",,+84 93 906 55 55,,,"['https://lh5.googleusercontent.com/p/AF1QipPvAQS2Gus9E7xDUd4mNteS7wyhCwxOmEVmDOwS', 'https://lh5.googleusercontent.com/p/AF1QipOahySj_UNiZBt7HAzxo_Aj1L95riLiSpApWwSx']"
230,Billiards Club - Café Sân Thượng Em & Tôi,"21 Đ. 24, Linh Đông, Thủ Đức, Thành phố Hồ Chí Minh 70000, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipPvAQS2Gus9E7xDUd4mNteS7wyhCwxOmEVmDOwS', 'https://lh5.googleusercontent.com/p/AF1QipNorP9_QXEIFtzJYYfdZYk7j9v8Eyh_18d1boji']"
231,Billiards - Cà Phê Sa Kê,"2 Linh Trung, Phường Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",,,1,5.0,"['https://lh3.googleusercontent.com/a-/AD_cMMR5RNQTk0-YsPPaW-wNg4WkDVBE9ntSh_q_ER3qBQ', 'https://lh5.googleusercontent.com/p/AF1QipM6Fg0wd6Y_iGPMY6rHCJouKYtsV537V8CA5uUA']"
